,temp,atemp,hum,windspeed,season_spring,season_summer,season_winter,yr_2019,mnth_Dec,mnth_July,mnth_Mar,mnth_May,mnth_Nov,mnth_Oct,mnth_Sept,holiday_Yes,weekday_Tue,weekday_Wed,weathersit_Light Precipitation,weathersit_Misty Skies,cnt
18,-1.1499428605659008,-1.1270001830128837,0.7521244297979025,0.2936164416564648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1650
530,0.7543140886935917,0.7361020588170563,-0.3180127339984403,-0.13010357616440713,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7665
264,0.6948583654130722,0.4591642874757952,1.8798490899608975,-0.7782749043716544,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4795
291,0.21964063403469727,0.2049548152895091,1.8315594282543222,0.7617401786950319,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2424
480,-0.018566410890005897,0.017829686365322134,0.8571154099837107,-0.12999664366779612,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5026
83,-1.303641996796057,-1.3873616295351872,-0.9832299016641879,0.5931343646637236,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2210
61,-1.6649312792817252,-1.7347101383021424,-2.225756797195146,0.5266891845820972,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1685
541,0.7085780726496702,0.7048784704784754,-1.8389331161783025,2.1559127029464653,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7442
423,-0.7822931218053459,-0.7863044625731189,-1.6806870648532302,0.09445466671857881,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4363
29,-1.5651121773111352,-1.4243971333268897,0.6145206967234559,-1.5019726549352121,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1096
443,0.3244262700249356,0.35757942482175936,1.2175647491130421,-0.869889320843082,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6093
211,1.6689575792115061,1.540137281535019,-1.08286864873629,-0.2878824749138574,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4302
296,-0.21064231220237345,-0.1461157925229563,0.9655385711938128,-0.9030250282303988,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4187
628,0.5347987729080296,0.564322859844623,0.2387812724572042,-0.42935416793013875,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8167
182,1.2985254838233695,1.1537809274555673,-1.3378206203155734,-0.9528823047752522,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5119
521,0.2878440426492714,0.38082090374546734,-0.16562530315131405,-1.4599695702664328,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7055
319,-0.24722453957803717,-0.17751868463615456,2.076193757287211,-0.6619323480589453,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1817
707,-0.6450960494393694,-0.5598808925637795,1.9032976381883557,-0.37928302639206335,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,3228
352,-1.2350434606130687,-1.2351327248848514,0.01899509006127037,-0.1798405536505732,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3403
583,1.284805776586772,1.3412028350411904,0.4849417967406501,-0.9282076311822763,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7273
239,1.1268974341764275,1.034148212452954,-0.5136611186989234,1.5813777652179306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4334
327,-0.7045517727198889,-0.6691634517488118,-0.6022648411252904,-0.2545863687816244,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1495
209,1.847313773287276,1.8874363271917345,-0.6491549044223685,-0.1632392835517239,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3846
369,-1.2944991838935884,-1.2507197874990221,-0.7780937870420376,-0.7533863657854565,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3272
708,-0.3615590918049474,-0.2789984381809318,2.0410279681038617,0.0528980252231499,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,5170
176,0.9784008109303887,0.9702789713564115,-0.8542910190445189,-1.2272804476723922,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5305
381,-0.7061432587593344,-0.7198198595226719,0.5717098649716463,2.175802147316101,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2935
332,-0.23808172667556854,-0.18130879545824338,1.3787365940981684,0.9589370690076923,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2914
532,0.4982110576494708,0.5643475913997427,-0.2535397761096876,-0.5539973592922722,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6978
558,1.261943256447705,1.1576452329430154,-1.0477028595529407,-1.4101791265319612,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,7499
137,0.2649760346273106,0.28724906495020414,1.6542042870870182,0.20238965548525195,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3855
314,-0.9743690231177133,-1.0750948317054807,-1.3260963462018447,1.7152572509748343,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3368
683,-0.9880887303543109,-0.9658122725204483,-0.10115234526256132,-0.445955438028988,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,5445
645,-0.6496729437734983,-0.5755730642872087,0.5259662064019451,0.044490457677114424,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,5478
163,0.731446080671631,0.7478495474988983,-0.9861627284820792,1.5906140596127007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5020
360,-0.969797616666479,-0.9463918188627289,0.8981398196450057,0.028062952885257935,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1162
640,0.8549234458010099,0.7322624848847278,1.1179260020409396,-1.6013771037847473,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,7572
625,0.6674189509398771,0.5216361957080765,1.671787181678693,2.288843162795947,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4073
711,-1.1298626970544163,-1.153178534107052,-1.0477028595529407,-0.1633595826104112,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5532
311,-0.5124758714075218,-0.42323905052761446,0.6109548857002648,-1.5680716410590605,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4205
333,-0.969797616666479,-1.0478653895187262,-0.1509752353775306,1.1335845690975193,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3613
456,-0.3720958269626545,-0.3288448875246222,-0.9174839422069977,1.6813596495491645,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5936
104,-0.3021033685244278,-0.23981128909381802,0.25636416704887893,0.534989819631522,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3126
114,0.5759578946178222,0.5799593855690333,0.9977785667171084,-0.013600621106781983,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4073
655,0.11405925502473618,0.1973931423116709,0.6578379158395055,0.6761674482821229,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,7509
329,-0.6908320654832913,-0.5911601269013796,0.3296285722334695,-1.576314799891557,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3068
654,-0.2518014339121661,-0.18914251554239817,0.4087515978960057,-1.1358839061628092,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,7461
537,1.5134693931576977,1.5050493877089894,-0.42936872202643467,-0.046896727239015286,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5823
92,-0.6771123582466936,-0.6302359839904548,-1.0887272692142362,-0.055304294785050764,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3249
7,-1.847858879808729,-1.9689117823966171,-0.6960449677194465,1.0753865578170123,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,959
89,-1.2807794766569909,-1.3795526410061518,1.994137904806783,0.41831309926690374,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1685
603,1.106449582511002,1.075752871053015,0.6724950167711263,-0.7701480346292223,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6917
570,1.2207841347379125,1.0718329195665477,-1.2997220043143327,-0.28805624022085013,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8173
426,-0.48045956260019734,-0.41553517110783783,-0.09529372478461523,-0.33779321770701626,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,4066
676,-0.820669886887557,-0.8582361906386726,-2.119239621758781,2.158492449427204,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5315
613,1.0698673551353381,1.0797161027609417,1.2351476437047169,-0.5871865329278945,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,6203
486,0.34272287159566206,0.3536409246689524,1.14136751711056,-0.6455048432670889,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6169
408,-1.5323056133669828,-1.562949487996049,-1.5722568704852906,-0.25486706658522823,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3422
693,-1.4042568417863697,-1.3795031778959128,-1.1707831216946636,-0.47919807791291547,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,2424
140,0.5530898865958614,0.5643475913997427,-0.057195108783374554,-0.8781899558925065,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5805
28,-1.6748698352039166,-1.6605587531645982,0.11914022449761306,-0.5478353741750664,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1098
43,-1.016323887847229,-0.9681555873680369,-1.2477399347435054,0.9962431437628363,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1589
42,-1.5323056133669828,-1.5317815456564876,-0.6374306303086399,0.22745195937844223,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1472
73,-1.0115549176117875,-1.004851032276844,0.1466609711125024,-0.027287980672982895,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2056
167,0.8091929176399824,0.739991095859624,0.7105865996145295,-0.5790596631854624,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4844
526,1.2024875331671856,1.1068713502823369,-0.32972997495433254,0.2855430381623386,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,6664
638,0.10491095423937297,0.19352883682422278,0.1010509425416983,-1.2771256943113767,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,6778
66,-1.1481538107422484,-1.102404651446374,-1.5048581189364831,-0.8781899558925065,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2133
11,-1.805454008681853,-1.9799235073136494,-0.24794841562953482,1.5809500352314865,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1162
340,-0.5033275706221586,-0.4974337158866182,2.360452897571898,1.0669789902709768,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,705
178,1.3305417926306935,1.30989886914847,-0.004446425008350437,-0.5622979943416967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4648
507,0.6582761380374085,0.6424807569115534,0.9831214657854875,-1.1274763386167737,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,5260
469,0.5759578946178222,0.5760950800815852,-0.8923826018879232,0.5183350832843673,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7132
177,0.9921205181669868,0.9664146658689634,0.16551686727261364,-1.052783989734028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4708
495,0.17350949042236116,0.24814229341722926,-1.929773382796731,0.6761674482821229,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7030
580,1.6003590430285184,1.6728900865286158,-0.1509752353775306,0.950462668651275,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6824
257,0.41589281422988456,0.45117599517214263,0.5230404127418913,1.1334241703526031,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3659
648,-0.3661304982561817,-0.30625261192280556,-1.205948910878013,-0.06355146358617009,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,7570
15,-1.4819981908718265,-1.5239725571274525,-1.062352927326724,0.02783572132995963,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1204
669,-0.745710894429682,-0.6847999774732221,-0.3736872114335193,-0.38769059393809885,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,5986
256,0.9418130956718304,0.9039427576366821,0.43805173344357157,-0.25463983502992993,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4785
306,-0.5124758714075218,-0.4623458220605893,0.473217522626921,-0.6620927468038619,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3974
323,-0.21064231220237345,-0.1461714385219752,0.35013726048519805,-0.005353452305662665,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,3520
728,-1.349378012839979,-1.5395348881865034,-1.0652857541446155,2.197509444128123,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1796
396,-0.17862600339504897,-0.08755765288836277,-0.8923826018879232,0.0363101216863769,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4579
513,1.2116358339525488,1.188924467280615,0.35013726048519805,1.457616766952837,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5743
462,-0.009418110104642675,0.07249878895734796,-2.524666005253616,0.6181432023086088,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5169
380,-1.7106618074427526,-1.7932620950479563,-0.7898180611557661,0.6015953984580645,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2298
9,-1.9256057167770806,-2.0391864962691537,-1.0682115478046703,0.4934465446981694,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1321
249,0.5347987729080296,0.39279715931216647,1.9853464575109459,-1.1940311245074262,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1996
22,-2.223659771032691,-2.3609990560861736,-1.3945149056369692,0.8053285376260693,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,986
221,1.4540191577600727,1.2630634866405994,-1.4814095707090258,0.18589531788301367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4780
482,-0.6862551711491625,-0.63804497251949,-1.0213285176654285,-0.753546764530373,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4220
714,-0.7640020081175138,-0.6848247090283417,1.4344181046910842,-1.1442914737088448,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,3786
626,0.27869574186390816,0.3691476097289841,-0.690179314083664,0.385284324376198,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7591
609,1.0698673551353381,1.0405845996728476,1.2673806060701747,-1.6344593449237586,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,5810
203,1.906769496567795,2.0007068496398137,-0.9480641124808386,-0.7368920281832182,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3285
446,0.5485184801446271,0.5525506396076614,0.41754304519184304,-0.9363345009247084,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,8362
93,0.3930248062079238,0.38475940389827473,-1.4667595029352423,2.6628930359410345,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3115
331,0.00966874660291193,0.0582595960971992,0.7612956676169197,-0.5911831349887285,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3867
516,0.836632332113178,0.7868512099226146,0.8483239626878734,0.6845349161419296,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4127
485,0.6125401219934864,0.5955464481832039,0.17430831456845097,-0.40439879653355915,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,5740
284,0.22838831936875184,0.2288764119790081,1.9091562586663013,0.8260467088444395,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2416
184,1.23450384197451,1.1420890847727445,0.021927916879161624,-1.4017688856735104,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,6043
588,1.0927298752744043,1.013250048376834,-0.7341365505628508,-0.8533014173063089,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6544
328,-0.6954034719345257,-0.6184637637534927,0.06295232654045714,-1.1689688206142357,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2792
153,0.6491278372520453,0.658067819525724,-1.9737306192759176,0.8924918889260659,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5312
75,-0.475888156148963,-0.43506691676359593,-0.22423260740428427,0.3104850429968416,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2744
585,1.3945634344795532,1.3528699461688936,-0.10115234526256132,-0.4043453302852536,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7286
277,0.20094890489555672,0.2871254071746056,0.09225949524586095,-0.12164254237006614,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4826
68,-0.6180737140661666,-0.5875678685202478,-4.46464303081578,1.009529506466746,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,623
425,-0.8143094306126702,-0.7472471541503833,0.15672541997677628,-0.5539973592922722,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3194
188,1.1384658913183263,1.1734115993318033,0.8659068572795481,0.5183350832843673,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4040
271,0.6308367235642128,0.5800335802343921,0.45270883437519244,-0.180014318957566,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4839
236,1.00126881895235,1.021133231571229,0.962612777533759,0.32724671184060744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3542
88,-1.1069946890324553,-1.1336282397849546,0.08346804795002359,-0.1799474861471842,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1536
618,0.41589281422988456,0.4550155691044711,-0.8074009557474409,-1.2604174917159165,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7767
117,0.6354081300154472,0.6073433999752852,0.46442607533108365,1.7985710323968376,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4058
125,-0.12374717444865832,-0.04069753882537167,-0.31507990718054907,0.5599986572764069,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4608
598,0.9098022747474005,0.8727439008532213,0.29738857671017394,-1.5514195780243212,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7375
289,0.17808638475649008,0.18564565362982835,-0.38834431236513917,-0.1466513800149509,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4570
238,0.9784008109303887,0.9574618429156434,1.5135411303536204,2.529842277032866,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1115
0,-0.864611365224932,-0.7238572858959577,1.2029076481814214,-0.3462542515013576,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,985
721,-1.4042568417863697,-1.3678298838794294,-0.839633918112899,-0.7120034895970208,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1787
567,0.9098022747474005,0.8806023524924956,0.8981398196450057,-1.2354674669441676,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,7410
635,0.6445564308008104,0.6502155507752297,0.3882358764864392,-0.296356875270275,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,7415
586,1.1750481186939905,1.1577008789420347,0.5699234428811318,0.7012431187373899,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5786
278,-0.041428931029072566,-0.0016958764016558354,-0.09822655160250647,-0.6869946519521356,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4765
116,0.6491278372520453,0.58392880016574,1.4109765896214639,1.6821750098358232,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3872
228,1.2162072404037831,1.1498424273027603,-0.41764444791270605,-0.5705317965807397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4694
411,-1.0155281448275062,-0.9307552931383192,0.8307410680961986,-1.2688277325743675,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3005
362,-1.390537134549772,-1.3404953325834166,-0.4264358952085434,-0.8947377597430506,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2423
274,-0.7960128290419435,-0.8370536136786773,1.1032759342671565,0.47668487585440394,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,2918
318,0.1552183767345293,0.16619428552820967,0.37944442919060184,0.17754121658528335,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4195
493,0.402173106993287,0.4471818490203164,0.7692009370253372,0.40181876166466546,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4717
144,0.8732145594888417,0.8337175068743854,0.43219311296562596,-0.42930070168183326,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4978
428,-1.4179765490229672,-1.4809767485519099,-0.9041068760016517,0.5681789932671444,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3333
420,-1.1573021115276116,-1.3913001296879943,-1.6806870648532302,3.1450382965977126,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2732
659,-0.07801664628763089,0.013866454657395147,-0.4674673380276753,-1.4017140827689971,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,7058
531,0.7131549669837991,0.704903202033595,-0.9187569437754352,-0.2631008688242709,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7702
268,0.8091929176399824,0.6698709542065858,1.5018168562398913,-1.0111872485523703,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4630
514,0.8503520393497755,0.8064324186886119,0.24757271975304157,-0.6953487532498659,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,6855
307,-0.5399152858807169,-0.47798234778499954,-0.08650227748877787,1.1418852041469438,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4046
