,temp,atemp,hum,windspeed,casual,registered,season_spring,season_summer,season_winter,yr_2019,mnth_Aug,mnth_Dec,mnth_Feb,mnth_Jan,mnth_July,mnth_June,mnth_Mar,mnth_May,mnth_Nov,mnth_Oct,mnth_Sept,holiday_Yes,weekday_Mon,weekday_Sat,weekday_Sun,weekday_Thu,weekday_Tue,weekday_Wed,workingday_Work Day,weathersit_Light Precipitation,weathersit_Misty Skies
549,1.577496522889451,1.5558480019247876,-0.6755292463098805,-0.6870481182004411,2.490563088992004,0.730464450461899,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
132,0.059180426078345526,0.08409170541969227,1.6073142237899396,-0.08856030123105485,-0.24379305890058758,-0.17393436033259113,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
581,1.4677388649966703,1.5480699278396521,0.12449245761131861,1.3910646543746004,1.2403628181641078,0.04393201985879866,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
450,-0.9789459174518422,-1.0204566435573543,-2.425027258181514,0.011247817793186626,-0.4792108876763668,0.5594646753116803,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
41,-1.7156502929939794,-1.652007817981973,-0.9033050960082712,-1.0399253570165619,-1.037779897566725,-1.324066181342951,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
108,0.022592710819787216,0.05291758019135109,0.21826555104763776,-0.37933649264036884,-0.6576020374319262,-0.5653338456764251,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
281,0.2146686121321543,0.26761839307396756,0.6519792953615599,-1.6427573066607681,2.249296370060305,-0.36330077799894445,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
56,-1.203032639688639,-1.2273484679109359,-0.6813878667878267,0.0029471827437618035,-0.6356686993472264,-1.3569994713718823,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
544,1.8244512531482098,1.8914304733435607,-1.0271871381433746,-0.2798090714197312,-0.043468571060328226,0.5993646228467313,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
605,1.0058402254035843,0.9585562142296891,-0.5817561528735609,-0.9862987099661725,0.46538487250471017,1.793829718896037,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
338,-0.6359532365369007,-0.5365157558644734,1.3523622522106564,-1.6593545667909944,-0.9149532042924055,-0.06943449774079079,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
539,1.3259648982965646,1.19672727292087,-1.0945858896921823,-0.5456967242428473,2.474478641063224,0.41316486768315985,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24,-1.526938463896026,-1.5220620444944581,-0.12548707137743886,-0.755939379142043,-0.9836776636244652,-1.1961330162305652,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
290,0.16893808397112683,0.2598155874337125,0.47029172896686716,-1.019380951105184,-0.32421529854448733,0.2681317250557521,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
198,1.3442614998672915,1.3801797659097865,0.11570101031548126,0.3936918919222338,-0.025921900592568284,-0.04473453021909253,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
606,1.1247461840817288,1.0639497363721535,-0.3121470803626578,-1.4600805127316665,0.4580737598098102,1.8071297014077206,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
371,-0.5947941148271075,-0.5559671239660922,-0.7253451032670134,-0.15495201506437573,0.30892706083385063,-0.14986772531144923,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
292,-0.14204377601938475,-0.08763803044250129,0.010203642765433018,3.1534993303920538,-0.5669442400151665,0.023032047340438594,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
110,-0.23350483234143962,-0.1657464643991924,-1.601564039190694,1.8567155774290394,-0.16629526433464784,-0.1543010528153438,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
82,-1.1893129324520413,-1.2975799015620126,1.2029076481814214,0.7677283985052455,-1.0129221144040652,-1.2594662662862017,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
51,-1.0887035753446235,-1.2157060883383524,-0.20958253963050083,1.6239769985553163,-0.9705176607736452,-1.7578989442240616,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
399,-1.303641996796057,-1.2858818759904098,1.0182872549688369,-0.8615352195453516,-0.6941576009064262,-0.7851002233694839,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
584,1.3625526135551234,1.4036252801632316,0.268088441162608,-1.0111872485523703,0.5911360108569897,1.636129926257502,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
503,0.5393701793592639,0.5330188939519037,-1.2557647678351458,-1.3684086200433105,3.73052780204704,0.7576977479858228,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
294,-0.43472903443916994,-0.3413405057488345,-0.03961221419169985,-1.2522304724441409,0.9362205300562686,-0.5564671906686359,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
653,-0.18320289772917786,-0.12275065582364984,-0.5377989163943742,-0.05519736228843976,0.09251812506481134,1.8520963089472227,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
668,-0.7914414225907092,-0.7394690800652479,0.22413120468342126,-0.2631008688242709,-0.6429798120421263,0.9242641956321469,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
694,-1.0338247463982329,-0.8760861905462933,-0.6989707613795013,-1.8673155495437537,-0.7628820602384859,0.6728311929112698,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
212,1.4814585722332678,1.3762659973120992,-0.5905476001693982,-0.3960981614841347,-0.18969082495832776,-0.09540113026360178,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
18,-1.1499428605659008,-1.1270001830128837,0.7521244297979025,0.2936164416564648,-1.1415976978343048,-1.3398994938568602,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
530,0.7543140886935917,0.7361020588170563,-0.3180127339984403,-0.13010357616440713,1.0298027725509884,1.5290967336634762,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
264,0.6948583654130722,0.4591642874757952,1.8798490899608975,-0.7782749043716544,-0.44411754674084697,0.3498316176275233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
291,0.21964063403469727,0.2049548152895091,1.8315594282543222,0.7617401786950319,-0.8842465309738256,-0.9611666585241536,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
480,-0.018566410890005897,0.017829686365322134,0.8571154099837107,-0.12999664366779612,-0.5610953498592466,0.546798025300553,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
83,-1.303641996796057,-1.3873616295351872,-0.9832299016641879,0.5931343646637236,-0.8169842941807458,-1.1258331086688087,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
61,-1.6649312792817252,-1.7347101383021424,-2.225756797195146,0.5266891845820972,-1.075797683580205,-1.346232818862424,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
541,0.7085780726496702,0.7048784704784754,-1.8389331161783025,2.1559127029464653,0.31916261860671064,1.6956631813098002,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
423,-0.7822931218053459,-0.7863044625731189,-1.6806870648532302,0.09445466671857881,-0.9208020944483254,0.2826983725685485,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29,-1.5651121773111352,-1.4243971333268897,0.6145206967234559,-1.5019726549352121,-1.050939900417545,-1.7300323141995815,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
443,0.3244262700249356,0.35757942482175936,1.2175647491130421,-0.869889320843082,0.28114483259323075,0.8577642830737285,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
211,1.6689575792115061,1.540137281535019,-1.08286864873629,-0.2878824749138574,0.9727760935307685,-0.5761004981858833,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
296,-0.21064231220237345,-0.1461157925229563,0.9655385711938128,-0.9030250282303988,-0.2335575011277276,-0.1264344227908637,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
628,0.5347987729080296,0.564322859844623,0.2387812724572042,-0.42935416793013875,0.5721271178502498,2.045262721616914,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
182,1.2985254838233695,1.1537809274555673,-1.3378206203155734,-0.9528823047752522,1.9670874200371655,-0.4893339456096612,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
521,0.2878440426492714,0.38082090374546734,-0.16562530315131405,-1.4599695702664328,0.24605149165771084,1.482230128622305,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
319,-0.24722453957803717,-0.17751868463615456,2.076193757287211,-0.6619323480589453,-1.0436287877226451,-1.2765662438012237,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
707,-0.6450960494393694,-0.5598808925637795,1.9032976381883557,-0.37928302639206335,-0.6108109161845664,-0.570400505680876,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
352,-1.2350434606130687,-1.2351327248848514,0.01899509006127037,-0.1798405536505732,-0.8754731957399455,-0.3449341354828098,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
583,1.284805776586772,1.3412028350411904,0.4849417967406501,-0.9282076311822763,0.6130693489416896,1.461330156103945,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
239,1.1268974341764275,1.034148212452954,-0.5136611186989234,1.5813777652179306,0.813393836781949,-0.48680061560743576,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
327,-0.7045517727198889,-0.6691634517488118,-0.6022648411252904,-0.2545863687816244,-0.436806434045947,-1.7433322967112652,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
209,1.847313773287276,1.8874363271917345,-0.6491549044223685,-0.1632392835517239,-0.2759619547581475,-0.32403416296444976,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
369,-1.2944991838935884,-1.2507197874990221,-0.7780937870420376,-0.7533863657854565,-1.050939900417545,-0.35190079298892984,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
708,-0.3615590918049474,-0.2789984381809318,2.0410279681038617,0.0528980252231499,-0.7745798405503259,0.730464450461899,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
176,0.9784008109303887,0.9702789713564115,-0.8542910190445189,-1.2272804476723922,1.5518162189668467,-0.19166767034816937,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
381,-0.7061432587593344,-0.7198198595226719,0.5717098649716463,2.175802147316101,-1.0699487934242848,-0.5571005231691923,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
332,-0.23808172667556854,-0.18130879545824338,1.3787365940981684,0.9589370690076923,-1.1152776921326648,-0.5507671981636287,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
532,0.4982110576494708,0.5643475913997427,-0.2535397761096876,-0.5539973592922722,2.5958431117985636,0.4156981976853853,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
558,1.261943256447705,1.1576452329430154,-1.0477028595529407,-1.4101791265319612,0.9537672005240286,1.4568968286000503,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
137,0.2649760346273106,0.28724906495020414,1.6542042870870182,0.20238965548525195,-0.47189977498146685,-0.2334676153848895,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
314,-0.9743690231177133,-1.0750948317054807,-1.3260963462018447,1.7152572509748343,-0.6122731387235464,-0.48110062310242846,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
683,-0.9880887303543109,-0.9658122725204483,-0.10115234526256132,-0.445955438028988,-0.7877398434011459,0.9103308806199069,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
645,-0.6496729437734983,-0.5755730642872087,0.5259662064019451,0.044490457677114424,0.022331443193771564,0.5803646478300404,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
163,0.731446080671631,0.7478495474988983,-0.9861627284820792,1.5906140596127007,0.006246995264991615,0.2972650200813449,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
360,-0.969797616666479,-0.9463918188627289,0.8981398196450057,0.028062952885257935,-1.105042134359805,-1.6647990666422758,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
640,0.8549234458010099,0.7322624848847278,1.1179260020409396,-1.6013771037847473,-0.19115304749730774,1.9990294490762994,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
625,0.6674189509398771,0.5216361957080765,1.671787181678693,2.288843162795947,-0.7131664939131661,0.009098732328198552,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
711,-1.1298626970544163,-1.153178534107052,-1.0477028595529407,-0.1633595826104112,-0.6342064768082464,0.8989308956098923,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
311,-0.5124758714075218,-0.42323905052761446,0.6109548857002648,-1.5680716410590605,-0.7058553812182661,0.08953195989885698,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
333,-0.969797616666479,-1.0478653895187262,-0.1509752353775306,1.1335845690975193,-0.9807532185465052,-0.16633437032591472,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
456,-0.3720958269626545,-0.3288448875246222,-0.9174839422069977,1.6813596495491645,0.51071377121309,0.6588978778990298,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
104,-0.3021033685244278,-0.23981128909381802,0.25636416704887893,0.534989819631522,-0.31690418584958735,-0.7623002533494548,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
114,0.5759578946178222,0.5799593855690333,0.9977785667171084,-0.013600621106781983,-0.12535303324320796,-0.24550093289546043,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
655,0.11405925502473618,0.1973931423116709,0.6578379158395055,0.6761674482821229,0.21826926341709094,1.781796401385466,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
329,-0.6908320654832913,-0.5911601269013796,0.3296285722334695,-1.576314799891557,0.5706648953112698,-1.183466366219438,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
654,-0.2518014339121661,-0.18914251554239817,0.4087515978960057,-1.1358839061628092,0.17586480978667107,1.769763083874895,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
537,1.5134693931576977,1.5050493877089894,-0.42936872202643467,-0.046896727239015286,0.15393147170197113,0.7418644354719136,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
92,-0.6771123582466936,-0.6302359839904548,-1.0887272692142362,-0.055304294785050764,1.158478355981228,-1.3234328488423948,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
7,-1.847858879808729,-1.9689117823966171,-0.6960449677194465,1.0753865578170123,-1.1562199232241046,-1.7711989267357453,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
89,-1.2807794766569909,-1.3795526410061518,1.994137904806783,0.41831309926690374,-0.9939132213973252,-1.3816994388935804,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
603,1.106449582511002,1.075752871053015,0.6724950167711263,-0.7701480346292223,0.19048703517647103,1.4188968785666685,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
570,1.2207841347379125,1.0718329195665477,-1.2997220043143327,-0.28805624022085013,0.7666027155345891,1.9648294940462556,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
426,-0.48045956260019734,-0.41553517110783783,-0.09529372478461523,-0.33779321770701626,0.14223369139013117,-0.3658341080011699,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
676,-0.820669886887557,-0.8582361906386726,-2.119239621758781,2.158492449427204,-0.758495392621546,0.815331005536452,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
613,1.0698673551353381,1.0797161027609417,1.2351476437047169,-0.5871865329278945,-0.3622330845579672,1.2060971583797295,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
486,0.34272287159566206,0.3536409246689524,1.14136751711056,-0.6455048432670889,-0.28034862237508745,1.1490972333296567,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
408,-1.5323056133669828,-1.562949487996049,-1.5722568704852906,-0.25486706658522823,-1.1182021372106248,-0.2277676228798822,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
693,-1.4042568417863697,-1.3795031778959128,-1.1707831216946636,-0.47919807791291547,-0.8038242913299258,-0.9959999460547537,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
140,0.5530898865958614,0.5643475913997427,-0.057195108783374554,-0.8781899558925065,2.0460474371420854,-0.08906780525803812,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
28,-1.6748698352039166,-1.6605587531645982,0.11914022449761306,-0.5478353741750664,-1.075797683580205,-1.7179989966890106,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
43,-1.016323887847229,-0.9681555873680369,-1.2477399347435054,0.9962431437628363,-0.6751487078996862,-1.5805658440682793,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
42,-1.5323056133669828,-1.5317815456564876,-0.6374306303086399,0.22745195937844223,-0.8345309646485057,-1.5856325040727302,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
73,-1.0115549176117875,-1.004851032276844,0.1466609711125024,-0.027287980672982895,-0.8330687421095258,-1.216399656248369,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
167,0.8091929176399824,0.739991095859624,0.7105865996145295,-0.5790596631854624,0.006246995264991615,0.18579849998342457,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
526,1.2024875331671856,1.1068713502823369,-0.32972997495433254,0.2855430381623386,0.23142926626791088,1.2409304459103296,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
638,0.10491095423937297,0.19352883682422278,0.1010509425416983,-1.2771256943113767,-0.13997525863300792,1.4739968061150723,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
66,-1.1481538107422484,-1.102404651446374,-1.5048581189364831,-0.8781899558925065,-0.7935887335570658,-1.1847330312205506,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11,-1.805454008681853,-1.9799235073136494,-0.24794841562953482,1.5809500352314865,-1.2190954924002444,-1.6153991315988794,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
340,-0.5033275706221586,-0.4974337158866182,2.360452897571898,1.0669789902709768,-1.1825399289257446,-1.9206653968670475,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
178,1.3305417926306935,1.30989886914847,-0.004446425008350437,-0.5622979943416967,-0.18530415734138778,0.1446318874472608,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
507,0.6582761380374085,0.6424807569115534,0.9831214657854875,-1.1274763386167737,-0.13558859101606793,0.5106980727688402,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
469,0.5759578946178222,0.5760950800815852,-0.8923826018879232,0.5183350832843673,2.9058342900623226,0.3789649126531161,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
177,0.9921205181669868,0.9664146658689634,0.16551686727261364,-1.052783989734028,-0.006913007585828343,0.10536527241276612,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
495,0.17350949042236116,0.24814229341722926,-1.929773382796731,0.6761674482821229,0.6730204730398694,1.2814637259459372,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
580,1.6003590430285184,1.6728900865286158,-0.1509752353775306,0.950462668651275,2.1732607980333447,0.5011980852604947,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
257,0.41589281422988456,0.45117599517214263,0.5230404127418913,1.1334241703526031,-0.6298198091913063,-0.28920087543384965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
648,-0.3661304982561817,-0.30625261192280556,-1.205948910878013,-0.06355146358617009,-0.03615745836542825,1.9306295390162118,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
15,-1.4819981908718265,-1.5239725571274525,-1.062352927326724,0.02783572132995963,-0.8886331985907655,-1.7319323117012506,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
669,-0.745710894429682,-0.6847999774732221,-0.3736872114335193,-0.38769059393809885,-0.5742553527100666,1.1604972183396713,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
256,0.9418130956718304,0.9039427576366821,0.43805173344357157,-0.25463983502992993,-0.30959307315468737,0.28523170257077396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
306,-0.5124758714075218,-0.4623458220605893,0.473217522626921,-0.6620927468038619,-0.7906642884791059,-0.02003456269739427,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
323,-0.21064231220237345,-0.1461714385219752,0.35013726048519805,-0.005353452305662665,-0.10488191769748803,-0.6046004607109198,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
728,-1.349378012839979,-1.5395348881865034,-1.0652857541446155,2.197509444128123,-0.723402051686026,-1.4285660439347514,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
